Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Process Graph Metrics,with_noise_20,log_12_1687181931,0.1,400,500,"[881, 1278]","[969, 1263]",1.0,51.5,00:00:02,2.2967175161466,0.0012939253612093
Process Graph Metrics,with_noise_20,log_12_1687181931,0.1,400,600,[1146],"[969, 1263]",0.6666666666666666,117.0,00:00:00,0.8046972109004855,0.0004533505413523
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,100,400,[1513],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,106.0,00:00:20,20.779902644455436,0.0046801582532557
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,100,500,"[793, 1531]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,83.0,00:00:42,42.32597237918526,0.0095328766619786
Process Graph Metrics,with_noise_10,log_13_1687181932,0.0001,100,600,"[765, 1560, 3248]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,77.33333333333333,00:00:08,8.571917422115803,0.001930612032008
Process Graph Metrics,without_noise,log_13_1687181932,0.0001,100,700,[1517],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,110.0,00:00:10,10.741067368537188,0.0024191593172381
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,200,400,[1513],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,106.0,00:00:14,14.98547830618918,0.0033751077266191
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,200,500,"[789, 1529]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,84.0,00:00:41,41.92373519763351,0.0094422827021697
Process Graph Metrics,without_noise,log_13_1687181932,0.0001,200,600,[1510],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,103.0,00:00:16,16.75468247104436,0.003773577133118
Process Graph Metrics,without_noise,log_13_1687181932,0.0001,200,700,[1517],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,110.0,00:00:10,10.769372763112187,0.0024255344061063
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,300,400,[1513],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,106.0,00:00:22,22.137877633795146,0.0049860084760799
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,300,500,"[793, 1531]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,83.0,00:00:39,39.60804831702262,0.008920731602933
Process Graph Metrics,with_noise_10,log_13_1687181932,0.0001,300,600,"[765, 1560, 3248]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,77.33333333333333,00:00:08,8.1666768649593,0.001839341636252
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,300,700,"[793, 1531, 3045]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,118.33333333333331,00:00:18,18.240129429847,0.0041081372589745
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,400,400,[1513],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,106.0,00:00:22,22.35122090484947,0.0050340587623534
Process Graph Metrics,with_noise_10,log_13_1687181932,0.0001,400,500,"[761, 1519, 3017]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,115.66666666666669,00:00:14,14.235354750417171,0.0032061609798236
Process Graph Metrics,with_noise_20,log_13_1687181932,0.0001,400,600,"[805, 1545, 3243]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,57.333333333333336,00:00:09,9.767934821546078,0.002199985320168
Process Graph Metrics,without_noise,log_13_1687181932,0.0001,400,700,"[1038, 3086]","[627, 835, 1407, 2856, 3239]",0.2857142857142857,153.0,00:00:02,2.114894268102944,0.000476327537861
Process Graph Metrics,with_noise_20,log_13_1687181932,0.005,100,400,[1500],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,93.0,00:00:29,29.40795009862632,0.0066234121843752
Process Graph Metrics,with_noise_20,log_13_1687181932,0.005,100,500,"[774, 1514]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,84.0,00:00:29,29.29834937211126,0.006598727336061
Process Graph Metrics,without_noise,log_13_1687181932,0.005,100,600,[1492],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,85.0,00:00:17,17.314124999567866,0.0038995777026053
Process Graph Metrics,with_noise_20,log_13_1687181932,0.005,100,700,"[774, 1514, 3163]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,81.33333333333333,00:00:17,17.100452486425638,0.0038514532627084
Process Graph Metrics,without_noise,log_13_1687181932,0.005,200,400,"[775, 1455, 2982]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,78.0,00:00:03,3.681360110640526,0.0008291351600541
Process Graph Metrics,with_noise_20,log_13_1687181932,0.005,200,700,"[769, 1513, 3163]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,82.66666666666667,00:00:20,20.95987160410732,0.0047206918027268
Process Graph Metrics,with_noise_20,log_13_1687181932,0.005,300,400,[1500],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,93.0,00:00:28,28.092743579298254,0.0063271944998419
Process Graph Metrics,with_noise_20,log_13_1687181932,0.005,300,500,"[774, 1514]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,84.0,00:00:30,30.64695201162249,0.0069024666692843
Process Graph Metrics,with_noise_20,log_13_1687181932,0.005,300,600,"[774, 1514, 3199]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,69.33333333333333,00:00:15,15.588752653449774,0.0035109803273535
Process Graph Metrics,without_noise,log_13_1687181932,0.005,300,700,[1489],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,82.0,00:00:12,12.681278683245182,0.0028561438475777
Process Graph Metrics,without_noise,log_13_1687181932,0.005,400,400,"[775, 1455, 2982]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,78.0,00:00:01,1.9363219644874332,0.0004361085505602
Process Graph Metrics,with_noise_10,log_13_1687181932,0.005,400,500,"[747, 1490, 2985]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,100.0,00:00:11,11.134509921073914,0.0025077725047463
Process Graph Metrics,without_noise,log_13_1687181932,0.005,400,600,[1492],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,85.0,00:00:17,17.04145055729896,0.0038381645399321
Process Graph Metrics,without_noise,log_13_1687181932,0.05,100,400,"[775, 3045]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,124.5,00:00:03,3.280556872487068,0.00073886416047
Process Graph Metrics,without_noise,log_13_1687181932,0.05,100,500,"[716, 1501, 3041]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,122.66666666666669,00:00:03,3.128481086343527,0.0007046128572845
Process Graph Metrics,with_noise_20,log_13_1687181932,0.05,100,600,"[752, 1504, 3189]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,76.66666666666667,00:00:15,15.34519682265818,0.0034561254105085
Process Graph Metrics,with_noise_10,log_13_1687181932,0.05,100,700,"[742, 1532, 3162]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,98.33333333333331,00:00:07,7.6963952453807,0.0017334223525632
Process Graph Metrics,without_noise,log_13_1687181932,0.05,200,500,"[716, 1501, 3041]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,122.66666666666669,00:00:02,2.799227341078222,0.0006304566083509
Process Graph Metrics,without_noise,log_13_1687181932,0.05,200,600,"[1478, 2990]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,102.5,00:00:09,9.210713899694383,0.0020744851125437
Process Graph Metrics,without_noise,log_13_1687181932,0.05,200,700,[1475],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,68.0,00:00:14,14.82567298039794,0.0033391155361256
Process Graph Metrics,without_noise,log_13_1687181932,0.05,300,400,"[775, 3045]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,124.5,00:00:03,3.0006040846928954,0.0006758117307866
Process Graph Metrics,with_noise_20,log_13_1687181932,0.05,300,500,"[752, 1504]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,90.0,00:00:30,30.61563547793776,0.0068954133959319
Process Graph Metrics,with_noise_10,log_13_1687181932,0.05,300,600,"[742, 1532, 3220]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,79.0,00:00:07,7.665462547913194,0.0017264555288092
Process Graph Metrics,without_noise,log_13_1687181932,0.05,300,700,[1475],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,68.0,00:00:14,14.51997927762568,0.0032702656030688
Process Graph Metrics,without_noise,log_13_1687181932,0.05,400,400,"[775, 3045]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,124.5,00:00:03,3.043676489032805,0.0006855127227551
Process Graph Metrics,with_noise_20,log_13_1687181932,0.05,400,500,"[752, 1495]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,85.5,00:00:24,24.9977966863662,0.0056301343888212
Process Graph Metrics,with_noise_20,log_13_1687181932,0.05,400,700,"[752, 1495, 3123]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,95.66666666666669,00:00:09,9.734405904076992,0.0021924337621795
Process Graph Metrics,without_noise,log_13_1687181932,0.1,100,500,"[716, 1501, 3041]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,122.66666666666669,00:00:03,3.0504787787795067,0.0006870447699953
Process Graph Metrics,with_noise_10,log_13_1687181932,0.1,100,700,"[730, 1518, 3148]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,101.66666666666669,00:00:07,7.5538789043203,0.0017013240775496
Process Graph Metrics,with_noise_10,log_13_1687181932,0.1,200,400,"[775, 1500, 3095]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,99.0,00:00:03,3.261845095083117,0.0007346497961898
Process Graph Metrics,with_noise_10,log_13_1687181932,0.1,200,600,"[730, 1495, 3180]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,83.33333333333333,00:00:07,7.673413840122521,0.0017282463603879
Process Graph Metrics,without_noise,log_13_1687181932,0.1,200,700,[1470],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,63.0,00:00:09,9.125707895494998,0.0020553396161024
Process Graph Metrics,with_noise_10,log_13_1687181932,0.1,300,400,"[775, 1500, 3095]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,99.0,00:00:03,3.1724826619029045,0.0007145231220502
Process Graph Metrics,without_noise,log_13_1687181932,0.1,300,500,"[716, 1501, 3041]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,122.66666666666669,00:00:02,2.5606337105855346,0.0005767193041859
Process Graph Metrics,without_noise,log_13_1687181932,0.1,300,600,"[1468, 2980]","[627, 835, 1407, 2856, 3239]",0.5714285714285715,92.5,00:00:07,7.171444800682366,0.0016151902704239
Process Graph Metrics,without_noise,log_13_1687181932,0.1,300,700,[1470],"[627, 835, 1407, 2856, 3239]",0.3333333333333333,63.0,00:00:09,9.12683802191168,0.0020555941490792
Process Graph Metrics,with_noise_10,log_13_1687181932,0.1,400,400,"[728, 1511, 3106]","[627, 835, 1407, 2856, 3239]",0.7499999999999999,112.66666666666669,00:00:08,8.764012079685926,0.0019738765945238
Process Graph Metrics,without_noise,log_13_1687181932,0.1,400,700,"[1038, 3086]","[627, 835, 1407, 2856, 3239]",0.2857142857142857,153.0,00:00:02,2.8803410260006785,0.0006487254563064
Process Graph Metrics,with_noise_20,log_14_1687181933,0.0001,100,500,[1279],[1179],1.0,100.0,00:00:07,7.806408208794892,0.0041745498442753
Process Graph Metrics,without_noise,log_14_1687181933,0.0001,100,600,[1266],[1179],1.0,87.0,00:00:05,5.36548513174057,0.0028692433859575
Process Graph Metrics,with_noise_10,log_14_1687181933,0.0001,100,700,[1255],[1179],1.0,76.0,00:00:04,4.34794091898948,0.0023251020957162
Process Graph Metrics,without_noise,log_14_1687181933,0.0001,200,500,[1275],[1179],1.0,96.0,00:00:05,5.868568296544254,0.0031382718163338
Process Graph Metrics,without_noise,log_14_1687181933,0.0001,200,600,[1266],[1179],1.0,87.0,00:00:05,5.479468427598476,0.0029301970201061
Process Graph Metrics,with_noise_20,log_14_1687181933,0.0001,200,700,[1274],[1179],1.0,95.0,00:00:02,2.7538570519536734,0.0014726508299217
Process Graph Metrics,without_noise,log_14_1687181933,0.0001,300,400,[1249],[1179],1.0,70.0,00:00:02,2.79497327003628,0.0014946381123188
Process Graph Metrics,with_noise_10,log_14_1687181933,0.0001,300,500,[1271],[1179],1.0,92.0,00:00:06,6.362930992618203,0.0034026368944482
Process Graph Metrics,with_noise_20,log_14_1687181933,0.0001,300,700,[1274],[1179],1.0,95.0,00:00:02,2.5783559940755367,0.0013787999968318
Process Graph Metrics,with_noise_10,log_14_1687181933,0.0001,400,500,[1271],[1179],1.0,92.0,00:00:06,6.454595573246479,0.0034516553867628
Process Graph Metrics,with_noise_10,log_14_1687181933,0.0001,400,600,[1262],[1179],1.0,83.0,00:00:05,5.687509714625776,0.0030414490452544
Process Graph Metrics,with_noise_20,log_14_1687181933,0.0001,400,700,[1274],[1179],1.0,95.0,00:00:02,2.4868806041777134,0.0013298826760308
Process Graph Metrics,with_noise_20,log_14_1687181933,0.005,100,400,[1241],[1179],1.0,62.0,00:00:03,3.599239245057106,0.0019247268690144
Process Graph Metrics,with_noise_10,log_14_1687181933,0.005,100,600,[1243],[1179],1.0,64.0,00:00:05,5.2983343210071325,0.0028333338615011
Process Graph Metrics,with_noise_20,log_14_1687181933,0.005,100,700,[1252],[1179],1.0,73.0,00:00:05,5.114759916439652,0.0027351657307163
Process Graph Metrics,with_noise_20,log_14_1687181933,0.005,200,400,[1241],[1179],1.0,62.0,00:00:03,3.3546653762459755,0.0017939387038748
Process Graph Metrics,without_noise,log_14_1687181933,0.005,200,500,[1258],[1179],1.0,79.0,00:00:05,5.23187608178705,0.0027977946961428
Process Graph Metrics,without_noise,log_14_1687181933,0.005,200,600,[1250],[1179],1.0,71.0,00:00:04,4.588179811835289,0.0024535720918905
Process Graph Metrics,with_noise_20,log_14_1687181933,0.005,200,700,[1252],[1179],1.0,73.0,00:00:05,5.036920765414834,0.0026935405162646
Process Graph Metrics,with_noise_20,log_14_1687181933,0.005,300,400,[1241],[1179],1.0,62.0,00:00:03,3.163166440092027,0.0016915328556641
Process Graph Metrics,without_noise,log_14_1687181933,0.005,300,500,[1258],[1179],1.0,79.0,00:00:05,5.267248437739909,0.0028167103945133
Process Graph Metrics,with_noise_20,log_14_1687181933,0.005,300,600,[1257],[1179],1.0,78.0,00:00:06,6.205208236351609,0.0033182931745195
Process Graph Metrics,with_noise_20,log_14_1687181933,0.005,300,700,[1252],[1179],1.0,73.0,00:00:04,4.746932514943183,0.0025384665855311
Process Graph Metrics,without_noise,log_14_1687181933,0.005,400,400,[1237],[1179],1.0,58.0,00:00:02,2.314889495261013,0.0012379088209951
Process Graph Metrics,without_noise,log_14_1687181933,0.005,400,500,[1258],[1179],1.0,79.0,00:00:05,5.250971287488937,0.0028080060360903
Process Graph Metrics,without_noise,log_14_1687181933,0.005,400,600,[1250],[1179],1.0,71.0,00:00:04,4.539191606454551,0.0024273751906174
Process Graph Metrics,with_noise_10,log_14_1687181933,0.005,400,700,[1273],[1179],1.0,94.0,00:00:15,15.891783142462373,0.0084982797553274
Process Graph Metrics,with_noise_20,log_14_1687181933,0.05,100,400,[1228],[1179],1.0,49.0,00:00:03,3.0838046558201317,0.0016490933988342
Process Graph Metrics,with_noise_10,log_14_1687181933,0.05,100,500,[1235],[1179],1.0,56.0,00:00:04,4.978021478280425,0.0026620435712729
Process Graph Metrics,without_noise,log_14_1687181933,0.05,100,700,[1232],[1179],1.0,53.0,00:00:03,3.85130322445184,0.0020595204408833
Process Graph Metrics,with_noise_20,log_14_1687181933,0.05,200,400,[1228],[1179],1.0,49.0,00:00:03,3.0800012424588203,0.0016470594879458
Process Graph Metrics,with_noise_10,log_14_1687181933,0.05,200,600,[1233],[1179],1.0,54.0,00:00:04,4.741082374937832,0.0025353381684159
Process Graph Metrics,with_noise_10,log_14_1687181933,0.05,300,400,[1221],[1179],1.0,42.0,00:00:02,2.292495848610997,0.0012259336088828
Process Graph Metrics,with_noise_20,log_14_1687181933,0.05,300,500,[1247],[1179],1.0,68.0,00:00:05,5.951046584174037,0.0031823778524994
Process Graph Metrics,with_noise_20,log_14_1687181933,0.05,400,400,[1228],[1179],1.0,49.0,00:00:02,2.75027559325099,0.0014707356113641
Process Graph Metrics,without_noise,log_14_1687181933,0.05,400,600,[1237],[1179],1.0,58.0,00:00:04,4.192448084242642,0.0022419508471885
Process Graph Metrics,with_noise_20,log_14_1687181933,0.05,400,700,[1262],[1179],1.0,83.0,00:00:18,18.89936157502234,0.0101066104679263
Process Graph Metrics,with_noise_20,log_14_1687181933,0.1,100,400,[1227],[1179],1.0,48.0,00:00:03,3.039610435254872,0.0016254601258047
Process Graph Metrics,with_noise_20,log_14_1687181933,0.1,100,500,[1235],[1179],1.0,56.0,00:00:05,5.691044590435922,0.0030433393531742
Process Graph Metrics,without_noise,log_14_1687181933,0.1,100,600,[1232],[1179],1.0,53.0,00:00:02,2.220204877667129,0.0011872753356508
Process Graph Metrics,with_noise_20,log_14_1687181933,0.1,200,500,[1235],[1179],1.0,56.0,00:00:05,5.503394060768187,0.0029429914763466
Process Graph Metrics,with_noise_10,log_14_1687181933,0.1,200,600,[1231],[1179],1.0,52.0,00:00:02,2.341147987172008,0.0012519507952791
Process Graph Metrics,with_noise_10,log_14_1687181933,0.1,300,500,[1225],[1179],1.0,46.0,00:00:04,4.445659540593624,0.0023773580430981
Process Graph Metrics,with_noise_20,log_14_1687181933,0.1,300,700,[1228],[1179],1.0,49.0,00:00:04,4.116879316978157,0.0022015397416995
Process Graph Metrics,with_noise_20,log_14_1687181933,0.1,400,500,[1235],[1179],1.0,56.0,00:00:05,5.179395101964474,0.0027697300010505
Process Graph Metrics,with_noise_10,log_14_1687181933,0.1,400,600,[1231],[1179],1.0,52.0,00:00:04,4.552050841040909,0.0024342517866528
Process Graph Metrics,with_noise_20,log_15_1687181933,0.0001,100,400,[1317],"[957, 1345]",0.6666666666666666,28.0,00:00:07,7.393940882757306,0.002812453740113
Process Graph Metrics,without_noise,log_15_1687181933,0.0001,100,600,[1203],"[957, 1345]",0.6666666666666666,142.0,00:00:04,4.046806179918349,0.0015392948573291
Process Graph Metrics,with_noise_20,log_15_1687181933,0.0001,100,700,[1257],"[957, 1345]",0.6666666666666666,88.0,00:00:06,6.762173919007182,0.0025721467930799
Process Graph Metrics,with_noise_10,log_15_1687181933,0.0001,200,400,[1316],"[957, 1345]",0.6666666666666666,29.0,00:00:06,6.115034304559231,0.0023259925083907
Process Graph Metrics,with_noise_10,log_15_1687181933,0.0001,200,500,[1211],"[957, 1345]",0.6666666666666666,134.0,00:00:04,4.876288764178753,0.0018548074416807
Process Graph Metrics,with_noise_10,log_15_1687181933,0.0001,300,500,[1211],"[957, 1345]",0.6666666666666666,134.0,00:00:05,5.289664204232395,0.0020120442009252
Process Graph Metrics,with_noise_10,log_15_1687181933,0.0001,300,600,[1205],"[957, 1345]",0.6666666666666666,140.0,00:00:04,4.387056301347911,0.0016687167369143
Process Graph Metrics,without_noise,log_15_1687181933,0.0001,400,400,[1296],"[957, 1345]",0.6666666666666666,49.0,00:00:04,4.288451358675957,0.001631210102197
Process Graph Metrics,with_noise_20,log_15_1687181933,0.0001,400,500,[1208],"[957, 1345]",0.6666666666666666,137.0,00:00:02,2.747916736640036,0.0010452326879574
Process Graph Metrics,without_noise,log_15_1687181933,0.005,100,400,[1238],"[957, 1345]",0.6666666666666666,107.0,00:00:04,4.45767598412931,0.0016955785409392
Process Graph Metrics,without_noise,log_15_1687181933,0.005,100,500,[1172],"[957, 1345]",0.6666666666666666,173.0,00:00:03,3.731124149635434,0.0014192180105117
Process Graph Metrics,with_noise_20,log_15_1687181933,0.005,100,600,[1176],"[957, 1345]",0.6666666666666666,169.0,00:00:02,2.127629821188748,0.0008092924386415
Process Graph Metrics,without_noise,log_15_1687181933,0.005,100,700,[1204],"[957, 1345]",0.6666666666666666,141.0,00:00:05,5.467410998418927,0.0020796542405549
